gbifID,kingdom,phylum,class,order,family,genus,species,decimalLatitude,decimalLongitude,eventDate,day,month,year,speciesKey
3694848351,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,17/9/2018 0:00,17,9,2018,5229360
3694807321,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.96708,-1.362712,29/8/2021 0:00,29,8,2021,5229360
3693932345,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,51.149654,1.384311,2/10/2021 0:00,2,10,2021,5229360
3693862579,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.223267,-3.645916,9/8/2021 0:00,9,8,2021,5229360
3693804133,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,14/8/2021 0:00,14,8,2021,5229360
3693521363,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.51802,-2.455292,9/10/2021 0:00,9,10,2021,5229360
3693484488,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,26/8/2021 0:00,26,8,2021,5229360
3693385694,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,5/8/2021 0:00,5,8,2021,5229360
3693121084,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,27/8/2021 0:00,27,8,2021,5229360
3693033450,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.27733,-3.651323,28/9/2021 0:00,28,9,2021,5229360
3692879225,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.96708,-1.362712,2/9/2021 0:00,2,9,2021,5229360
3692851209,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.92043,-6.299252,6/10/2021 0:00,6,10,2021,5229360
3692730619,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,6/8/2021 0:00,6,8,2021,5229360
3692050830,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,55.263138,-1.568441,13/9/2021 0:00,13,9,2021,5229360
3691328494,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.5167,-2.455273,28/8/2021 0:00,28,8,2021,5229360
3691219199,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,8/8/2012 0:00,8,8,2012,5229360
3690859581,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.916733,0.964449,9/9/2016 0:00,9,9,2016,5229360
3690839630,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,26/8/2021 0:00,26,8,2021,5229360
3690814576,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,1/9/2014 0:00,1,9,2014,5229360
3690753609,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.14771,-0.167413,1/9/2021 0:00,1,9,2021,5229360
3690527668,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,27/8/2021 0:00,27,8,2021,5229360
3690295249,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,16/8/2021 0:00,16,8,2021,5229360
3690003148,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.118874,-0.11215,21/8/2021 0:00,21,8,2021,5229360
3689525397,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,9/8/2012 0:00,9,8,2012,5229360
3688894487,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,11/9/2021 0:00,11,9,2021,5229360
3688887029,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,21/10/2021 0:00,21,10,2021,5229360
3688751468,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,16/9/2018 0:00,16,9,2018,5229360
3688746819,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,29/9/2021 0:00,29,9,2021,5229360
3688665286,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,7/8/2012 0:00,7,8,2012,5229360
3687517233,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.155903,-5.662696,25/7/2021 0:00,25,7,2021,5229360
3687489528,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,29/9/2021 0:00,29,9,2021,5229360
3687484136,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,9/8/2019 0:00,9,8,2019,5229360
3687464988,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,24/8/2021 0:00,24,8,2021,5229360
3687337863,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,14/8/2021 0:00,14,8,2021,5229360
3687046931,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.92043,-6.299252,16/10/2012 0:00,16,10,2012,5229360
3686978933,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,18/9/2018 0:00,18,9,2018,5229360
3686130453,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.513317,-2.456782,4/5/2021 0:00,4,5,2021,5229360
3682931286,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.917213,0.981471,2/10/2021 0:00,2,10,2021,5229360
3682711562,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.21734,-0.269802,21/8/2021 0:00,21,8,2021,5229360
3681350679,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.519295,-2.45156,8/7/2019 0:00,8,7,2019,5229360
3681285631,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,24/8/2021 0:00,24,8,2021,5229360
3680991434,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.21827,-0.282359,9/9/2021 0:00,9,9,2021,5229360
3679928789,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.221375,-4.800781,30/7/2021 0:00,30,7,2021,5229360
3679197307,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,22/8/2021 0:00,22,8,2021,5229360
3678457924,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.5167,-2.455273,9/7/2021 0:00,9,7,2021,5229360
3675668104,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,52.945747,1.207101,23/8/2021 0:00,23,8,2021,5229360
3675499012,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,5/10/2021 0:00,5,10,2021,5229360
3675453806,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.96708,-1.362712,27/8/2021 0:00,27,8,2021,5229360
3671395868,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.55942,-0.799325,1/9/2021 0:00,1,9,2021,5229360
3671247953,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,19/9/2018 0:00,19,9,2018,5229360
3670133665,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.398174,-3.490584,10/9/2012 0:00,10,9,2012,5229360
3669978752,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,9/9/2016 0:00,9,9,2016,5229360
3669277935,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,22/8/2016 0:00,22,8,2016,5229360
3668263175,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.20558,-3.720417,30/9/2021 0:00,30,9,2021,5229360
3667700971,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,6/8/2012 0:00,6,8,2012,5229360
3666786877,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.25721,-3.657005,28/9/2021 0:00,28,9,2021,5229360
3665655985,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,5/10/2021 0:00,5,10,2021,5229360
3665206180,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.916733,0.964449,10/9/2016 0:00,10,9,2016,5229360
3665034494,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.915226,-6.317307,2/10/2021 0:00,2,10,2021,5229360
3664781521,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.11904,-5.530859,29/8/2021 0:00,29,8,2021,5229360
3664349158,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,26/10/2021 0:00,26,10,2021,5229360
3663971309,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.59603,-1.958785,2/10/2021 0:00,2,10,2021,5229360
3662825778,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,25/8/2021 0:00,25,8,2021,5229360
3662808176,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,3/10/2021 0:00,3,10,2021,5229360
3661957208,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,10/8/2019 0:00,10,8,2019,5229360
3661939177,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus gregarius,50.089745,-5.647038,2/12/2020 0:00,2,12,2020,5229138
3661343296,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,27/9/2021 0:00,27,9,2021,5229360
3661057356,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.11684,-0.077527,2/9/2021 0:00,2,9,2021,5229360
3659677706,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,18/9/2018 0:00,18,9,2018,5229360
3659597518,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.519295,-2.45156,23/10/2021 0:00,23,10,2021,5229360
3659378277,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,26/8/2021 0:00,26,8,2021,5229360
3658889211,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,10/9/2021 0:00,10,9,2021,5229360
3658509998,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.92043,-6.299252,18/10/2013 0:00,18,10,2013,5229360
3657646105,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,1/10/2021 0:00,1,10,2021,5229360
3656838388,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,15/9/2021 0:00,15,9,2021,5229360
3656693022,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,52.945747,1.207101,17/9/2016 0:00,17,9,2016,5229360
3656452902,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.118874,-0.11215,2/9/2021 0:00,2,9,2021,5229360
3655795591,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.5167,-2.455273,10/7/2020 0:00,10,7,2020,5229360
3655582664,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,3/10/2021 0:00,3,10,2021,5229360
3655505551,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,22/8/2021 0:00,22,8,2021,5229360
3655315717,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.96708,-1.362712,30/8/2021 0:00,30,8,2021,5229360
3655303894,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,10/7/2021 0:00,10,7,2021,5229360
3654980847,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.916733,0.964449,16/9/2016 0:00,16,9,2016,5229360
3654785829,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,5/8/2021 0:00,5,8,2021,5229360
3654708647,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.155903,-5.662696,30/7/2021 0:00,30,7,2021,5229360
3653966766,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,26/7/2021 0:00,26,7,2021,5229360
3653807019,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,29/9/2021 0:00,29,9,2021,5229360
3653719333,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,25/8/2021 0:00,25,8,2021,5229360
3653402012,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,3/11/2013 0:00,3,11,2013,5229360
3653327281,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus gregarius,50.838593,-4.547776,7/2/2021 0:00,7,2,2021,5229138
3652933591,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,53.619392,0.138102,6/9/2013 0:00,6,9,2013,5229360
3652916459,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.92043,-6.299252,13/10/2018 0:00,13,10,2018,5229360
3652882412,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.5167,-2.455273,10/7/2021 0:00,10,7,2021,5229360
3652870362,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,27/9/2021 0:00,27,9,2021,5229360
3652414537,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,6/10/2021 0:00,6,10,2021,5229360
3651947618,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.21734,-0.269802,31/8/2021 0:00,31,8,2021,5229360
3651286060,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,19/8/2021 0:00,19,8,2021,5229360
3651283828,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,52.909214,1.358249,18/8/2021 0:00,18,8,2021,5229360
3651176611,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,24/8/2021 0:00,24,8,2021,5229360
3650782391,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.519295,-2.45156,23/8/2021 0:00,23,8,2021,5229360
3650719130,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959534,-5.206474,31/8/2021 0:00,31,8,2021,5229360
3649933246,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus gregarius,50.821568,-4.54468,28/12/2020 0:00,28,12,2020,5229138
3649895269,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.417274,-5.073681,11/9/2021 0:00,11,9,2021,5229360
3648224859,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.152065,-5.687913,2/11/2020 0:00,2,11,2020,5229360
3647818116,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.5167,-2.455273,17/8/2017 0:00,17,8,2017,5229360
3645724053,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.519295,-2.45156,15/9/2021 0:00,15,9,2021,5229360
3645546637,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,25/8/2021 0:00,25,8,2021,5229360
3645543766,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,15/8/2021 0:00,15,8,2021,5229360
3645173771,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.96708,-1.362712,31/8/2021 0:00,31,8,2021,5229360
3645050774,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,51.212654,1.403585,27/9/2021 0:00,27,9,2021,5229360
3643605293,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.26404,-3.848251,4/9/2021 0:00,4,9,2021,5229360
3643400078,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,21/10/2021 0:00,21,10,2021,5229360
3642801399,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,6/9/2018 0:00,6,9,2018,5229360
3642801304,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,26/8/2021 0:00,26,8,2021,5229360
3642607990,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.519295,-2.45156,16/9/2021 0:00,16,9,2021,5229360
3642050901,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,29/9/2021 0:00,29,9,2021,5229360
3640838288,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,26/8/2021 0:00,26,8,2021,5229360
3640654225,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.52096,-2.450948,30/7/2013 0:00,30,7,2013,5229360
3640325586,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,5/8/2021 0:00,5,8,2021,5229360
3640030154,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,1/10/2021 0:00,1,10,2021,5229360
3639859839,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.917213,0.981471,2/10/2021 0:00,2,10,2021,5229360
3639615138,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,14/9/2021 0:00,14,9,2021,5229360
3639528302,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.96708,-1.362712,4/9/2021 0:00,4,9,2021,5229360
3639118005,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,1/8/2021 0:00,1,8,2021,5229360
3639108056,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.513317,-2.456782,5/9/2021 0:00,5,9,2021,5229360
3638672563,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.549763,-5.029592,31/8/2021 0:00,31,8,2021,5229360
3638581831,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.1343,-5.074096,28/9/2021 0:00,28,9,2021,5229360
3638262318,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,26/8/2021 0:00,26,8,2021,5229360
3638053558,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,26/8/2021 0:00,26,8,2021,5229360
3637656818,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.21734,-0.269802,31/7/2021 0:00,31,7,2021,5229360
3637066178,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.21861,-5.47767,29/8/2019 0:00,29,8,2019,5229360
3635948211,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.39827,-3.510331,16/9/2021 0:00,16,9,2021,5229360
3635886726,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.155903,-5.662696,27/7/2021 0:00,27,7,2021,5229360
3635700763,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.916733,0.964449,22/8/2016 0:00,22,8,2016,5229360
3635171400,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.7226,-0.787464,4/9/2021 0:00,4,9,2021,5229360
3634681945,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.52096,-2.450948,2/8/2013 0:00,2,8,2013,5229360
3633685718,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.21682,-5.488676,2/8/2021 0:00,2,8,2021,5229360
3632188471,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.21734,-0.269802,27/8/2021 0:00,27,8,2021,5229360
3631453605,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.398174,-3.490584,10/9/2021 0:00,10,9,2021,5229360
3630218086,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.11684,-0.077527,1/9/2021 0:00,1,9,2021,5229360
3628919883,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.21861,-5.47767,2/10/2021 0:00,2,10,2021,5229360
3628840533,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,17/8/2021 0:00,17,8,2021,5229360
3628397029,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,1/10/2021 0:00,1,10,2021,5229360
3627830976,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.764427,0.108635,1/5/2021 0:00,1,5,2021,5229360
3627435526,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.92043,-6.299252,3/10/2015 0:00,3,10,2015,5229360
3627051376,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.96708,-1.362712,1/9/2021 0:00,1,9,2021,5229360
3626466318,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.14771,-0.167413,1/9/2021 0:00,1,9,2021,5229360
3624982630,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,9/8/2021 0:00,9,8,2021,5229360
3624469650,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,28/4/2021 0:00,28,4,2021,5229360
3624178679,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,5/10/2021 0:00,5,10,2021,5229360
3622933678,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.155903,-5.662696,7/7/2021 0:00,7,7,2021,5229360
3622347290,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.21734,-0.269802,28/8/2021 0:00,28,8,2021,5229360
3621832605,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.21861,-5.47767,30/7/2021 0:00,30,7,2021,5229360
3620873550,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,7/8/2021 0:00,7,8,2021,5229360
3620813954,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.155903,-5.662696,28/7/2021 0:00,28,7,2021,5229360
3619910249,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.11684,-0.077527,3/9/2021 0:00,3,9,2021,5229360
3619586717,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.96708,-1.362712,13/9/2021 0:00,13,9,2021,5229360
3618442625,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,19/8/2021 0:00,19,8,2021,5229360
3617261869,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.034946,-5.672714,11/8/2021 0:00,11,8,2021,5229360
3615074014,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,49.959644,-5.20627,31/7/2021 0:00,31,7,2021,5229360
3614431333,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,54.14771,-0.167413,2/8/2021 0:00,2,8,2021,5229360
3611807767,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.28571,-3.645241,5/9/2021 0:00,5,9,2021,5229360
3610371572,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.916733,0.964449,19/8/2016 0:00,19,8,2016,5229360
3607550302,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,50.165672,-5.671305,22/10/2021 0:00,22,10,2021,5229360
